fecha_id;fecha;anio;trimestre;nombre_trimestre;mes;nombre_mes;semana;dia_de_la_semana_num;nombre_del_dia;dia_del_mes;dia_del_anio;aniotrimestre;aniomes;aniosemana;es_fin_de_semana;dias_totales_del_mes
20000423;2000-04-23;2000;2;Q2;4;April;16;1;Monday;23;114;200002;200004;200016;f;30
20000424;2000-04-24;2000;2;Q2;4;April;17;2;Tuesday;24;115;200002;200004;200017;f;30
20000425;2000-04-25;2000;2;Q2;4;April;17;3;Wednesday;25;116;200002;200004;200017;f;30
20000426;2000-04-26;2000;2;Q2;4;April;17;4;Thursday;26;117;200002;200004;200017;f;30
20000427;2000-04-27;2000;2;Q2;4;April;17;5;Friday;27;118;200002;200004;200017;f;30
20000428;2000-04-28;2000;2;Q2;4;April;17;6;Saturday;28;119;200002;200004;200017;t;30
20000429;2000-04-29;2000;2;Q2;4;April;17;7;Sunday;29;120;200002;200004;200017;t;30
20000430;2000-04-30;2000;2;Q2;4;April;17;1;Monday;30;121;200002;200004;200017;f;30
20000501;2000-05-01;2000;2;Q2;5;May;18;2;Tuesday;1;122;200002;200005;200018;f;31
20000502;2000-05-02;2000;2;Q2;5;May;18;3;Wednesday;2;123;200002;200005;200018;f;31
20000503;2000-05-03;2000;2;Q2;5;May;18;4;Thursday;3;124;200002;200005;200018;f;31
20000504;2000-05-04;2000;2;Q2;5;May;18;5;Friday;4;125;200002;200005;200018;f;31
20000505;2000-05-05;2000;2;Q2;5;May;18;6;Saturday;5;126;200002;200005;200018;t;31
20000506;2000-05-06;2000;2;Q2;5;May;18;7;Sunday;6;127;200002;200005;200018;t;31
20000507;2000-05-07;2000;2;Q2;5;May;18;1;Monday;7;128;200002;200005;200018;f;31
20000508;2000-05-08;2000;2;Q2;5;May;19;2;Tuesday;8;129;200002;200005;200019;f;31
20000509;2000-05-09;2000;2;Q2;5;May;19;3;Wednesday;9;130;200002;200005;200019;f;31
20000510;2000-05-10;2000;2;Q2;5;May;19;4;Thursday;10;131;200002;200005;200019;f;31
20000511;2000-05-11;2000;2;Q2;5;May;19;5;Friday;11;132;200002;200005;200019;f;31
20000512;2000-05-12;2000;2;Q2;5;May;19;6;Saturday;12;133;200002;200005;200019;t;31
20000513;2000-05-13;2000;2;Q2;5;May;19;7;Sunday;13;134;200002;200005;200019;t;31
20000514;2000-05-14;2000;2;Q2;5;May;19;1;Monday;14;135;200002;200005;200019;f;31
20000515;2000-05-15;2000;2;Q2;5;May;20;2;Tuesday;15;136;200002;200005;200020;f;31
20000516;2000-05-16;2000;2;Q2;5;May;20;3;Wednesday;16;137;200002;200005;200020;f;31
20000517;2000-05-17;2000;2;Q2;5;May;20;4;Thursday;17;138;200002;200005;200020;f;31
20000518;2000-05-18;2000;2;Q2;5;May;20;5;Friday;18;139;200002;200005;200020;f;31
20000519;2000-05-19;2000;2;Q2;5;May;20;6;Saturday;19;140;200002;200005;200020;t;31
20000520;2000-05-20;2000;2;Q2;5;May;20;7;Sunday;20;141;200002;200005;200020;t;31
20000521;2000-05-21;2000;2;Q2;5;May;20;1;Monday;21;142;200002;200005;200020;f;31
20000522;2000-05-22;2000;2;Q2;5;May;21;2;Tuesday;22;143;200002;200005;200021;f;31
20000523;2000-05-23;2000;2;Q2;5;May;21;3;Wednesday;23;144;200002;200005;200021;f;31
20000524;2000-05-24;2000;2;Q2;5;May;21;4;Thursday;24;145;200002;200005;200021;f;31
20000525;2000-05-25;2000;2;Q2;5;May;21;5;Friday;25;146;200002;200005;200021;f;31
20000526;2000-05-26;2000;2;Q2;5;May;21;6;Saturday;26;147;200002;200005;200021;t;31
20000527;2000-05-27;2000;2;Q2;5;May;21;7;Sunday;27;148;200002;200005;200021;t;31
20000528;2000-05-28;2000;2;Q2;5;May;21;1;Monday;28;149;200002;200005;200021;f;31
20000529;2000-05-29;2000;2;Q2;5;May;22;2;Tuesday;29;150;200002;200005;200022;f;31
20000530;2000-05-30;2000;2;Q2;5;May;22;3;Wednesday;30;151;200002;200005;200022;f;31
20000531;2000-05-31;2000;2;Q2;5;May;22;4;Thursday;31;152;200002;200005;200022;f;31
20000601;2000-06-01;2000;2;Q2;6;June;22;5;Friday;1;153;200002;200006;200022;f;30
20000602;2000-06-02;2000;2;Q2;6;June;22;6;Saturday;2;154;200002;200006;200022;t;30
20000603;2000-06-03;2000;2;Q2;6;June;22;7;Sunday;3;155;200002;200006;200022;t;30
20000604;2000-06-04;2000;2;Q2;6;June;22;1;Monday;4;156;200002;200006;200022;f;30
20000605;2000-06-05;2000;2;Q2;6;June;23;2;Tuesday;5;157;200002;200006;200023;f;30
20000606;2000-06-06;2000;2;Q2;6;June;23;3;Wednesday;6;158;200002;200006;200023;f;30
20000607;2000-06-07;2000;2;Q2;6;June;23;4;Thursday;7;159;200002;200006;200023;f;30
20000608;2000-06-08;2000;2;Q2;6;June;23;5;Friday;8;160;200002;200006;200023;f;30
20000609;2000-06-09;2000;2;Q2;6;June;23;6;Saturday;9;161;200002;200006;200023;t;30
20000610;2000-06-10;2000;2;Q2;6;June;23;7;Sunday;10;162;200002;200006;200023;t;30
20000611;2000-06-11;2000;2;Q2;6;June;23;1;Monday;11;163;200002;200006;200023;f;30
20000612;2000-06-12;2000;2;Q2;6;June;24;2;Tuesday;12;164;200002;200006;200024;f;30
20000613;2000-06-13;2000;2;Q2;6;June;24;3;Wednesday;13;165;200002;200006;200024;f;30
20000614;2000-06-14;2000;2;Q2;6;June;24;4;Thursday;14;166;200002;200006;200024;f;30
20000615;2000-06-15;2000;2;Q2;6;June;24;5;Friday;15;167;200002;200006;200024;f;30
20000616;2000-06-16;2000;2;Q2;6;June;24;6;Saturday;16;168;200002;200006;200024;t;30
20000617;2000-06-17;2000;2;Q2;6;June;24;7;Sunday;17;169;200002;200006;200024;t;30
20000618;2000-06-18;2000;2;Q2;6;June;24;1;Monday;18;170;200002;200006;200024;f;30
20000619;2000-06-19;2000;2;Q2;6;June;25;2;Tuesday;19;171;200002;200006;200025;f;30
20000620;2000-06-20;2000;2;Q2;6;June;25;3;Wednesday;20;172;200002;200006;200025;f;30
20000621;2000-06-21;2000;2;Q2;6;June;25;4;Thursday;21;173;200002;200006;200025;f;30
20000622;2000-06-22;2000;2;Q2;6;June;25;5;Friday;22;174;200002;200006;200025;f;30
20000623;2000-06-23;2000;2;Q2;6;June;25;6;Saturday;23;175;200002;200006;200025;t;30
20000624;2000-06-24;2000;2;Q2;6;June;25;7;Sunday;24;176;200002;200006;200025;t;30
20000625;2000-06-25;2000;2;Q2;6;June;25;1;Monday;25;177;200002;200006;200025;f;30
20000626;2000-06-26;2000;2;Q2;6;June;26;2;Tuesday;26;178;200002;200006;200026;f;30
20000627;2000-06-27;2000;2;Q2;6;June;26;3;Wednesday;27;179;200002;200006;200026;f;30
20000628;2000-06-28;2000;2;Q2;6;June;26;4;Thursday;28;180;200002;200006;200026;f;30
20000629;2000-06-29;2000;2;Q2;6;June;26;5;Friday;29;181;200002;200006;200026;f;30
20000630;2000-06-30;2000;2;Q2;6;June;26;6;Saturday;30;182;200002;200006;200026;t;30
20000701;2000-07-01;2000;3;Q3;7;July;26;7;Sunday;1;183;200003;200007;200026;t;31
20000702;2000-07-02;2000;3;Q3;7;July;26;1;Monday;2;184;200003;200007;200026;f;31
20000703;2000-07-03;2000;3;Q3;7;July;27;2;Tuesday;3;185;200003;200007;200027;f;31
20000704;2000-07-04;2000;3;Q3;7;July;27;3;Wednesday;4;186;200003;200007;200027;f;31
20000705;2000-07-05;2000;3;Q3;7;July;27;4;Thursday;5;187;200003;200007;200027;f;31
20000706;2000-07-06;2000;3;Q3;7;July;27;5;Friday;6;188;200003;200007;200027;f;31
20000707;2000-07-07;2000;3;Q3;7;July;27;6;Saturday;7;189;200003;200007;200027;t;31
20000708;2000-07-08;2000;3;Q3;7;July;27;7;Sunday;8;190;200003;200007;200027;t;31
20000709;2000-07-09;2000;3;Q3;7;July;27;1;Monday;9;191;200003;200007;200027;f;31
20000710;2000-07-10;2000;3;Q3;7;July;28;2;Tuesday;10;192;200003;200007;200028;f;31
20000711;2000-07-11;2000;3;Q3;7;July;28;3;Wednesday;11;193;200003;200007;200028;f;31
20000712;2000-07-12;2000;3;Q3;7;July;28;4;Thursday;12;194;200003;200007;200028;f;31
20000713;2000-07-13;2000;3;Q3;7;July;28;5;Friday;13;195;200003;200007;200028;f;31
20000714;2000-07-14;2000;3;Q3;7;July;28;6;Saturday;14;196;200003;200007;200028;t;31
20000715;2000-07-15;2000;3;Q3;7;July;28;7;Sunday;15;197;200003;200007;200028;t;31
20000716;2000-07-16;2000;3;Q3;7;July;28;1;Monday;16;198;200003;200007;200028;f;31
20000717;2000-07-17;2000;3;Q3;7;July;29;2;Tuesday;17;199;200003;200007;200029;f;31
20000718;2000-07-18;2000;3;Q3;7;July;29;3;Wednesday;18;200;200003;200007;200029;f;31
20000719;2000-07-19;2000;3;Q3;7;July;29;4;Thursday;19;201;200003;200007;200029;f;31
20000720;2000-07-20;2000;3;Q3;7;July;29;5;Friday;20;202;200003;200007;200029;f;31
20000721;2000-07-21;2000;3;Q3;7;July;29;6;Saturday;21;203;200003;200007;200029;t;31
20000722;2000-07-22;2000;3;Q3;7;July;29;7;Sunday;22;204;200003;200007;200029;t;31
20000723;2000-07-23;2000;3;Q3;7;July;29;1;Monday;23;205;200003;200007;200029;f;31
20000724;2000-07-24;2000;3;Q3;7;July;30;2;Tuesday;24;206;200003;200007;200030;f;31
20000725;2000-07-25;2000;3;Q3;7;July;30;3;Wednesday;25;207;200003;200007;200030;f;31
20000726;2000-07-26;2000;3;Q3;7;July;30;4;Thursday;26;208;200003;200007;200030;f;31
20000727;2000-07-27;2000;3;Q3;7;July;30;5;Friday;27;209;200003;200007;200030;f;31
20000728;2000-07-28;2000;3;Q3;7;July;30;6;Saturday;28;210;200003;200007;200030;t;31
20000729;2000-07-29;2000;3;Q3;7;July;30;7;Sunday;29;211;200003;200007;200030;t;31
20000730;2000-07-30;2000;3;Q3;7;July;30;1;Monday;30;212;200003;200007;200030;f;31
20000731;2000-07-31;2000;3;Q3;7;July;31;2;Tuesday;31;213;200003;200007;200031;f;31
20000801;2000-08-01;2000;3;Q3;8;August;31;3;Wednesday;1;214;200003;200008;200031;f;31
20000802;2000-08-02;2000;3;Q3;8;August;31;4;Thursday;2;215;200003;200008;200031;f;31
20000803;2000-08-03;2000;3;Q3;8;August;31;5;Friday;3;216;200003;200008;200031;f;31
20000804;2000-08-04;2000;3;Q3;8;August;31;6;Saturday;4;217;200003;200008;200031;t;31
20000805;2000-08-05;2000;3;Q3;8;August;31;7;Sunday;5;218;200003;200008;200031;t;31
20000806;2000-08-06;2000;3;Q3;8;August;31;1;Monday;6;219;200003;200008;200031;f;31
20000807;2000-08-07;2000;3;Q3;8;August;32;2;Tuesday;7;220;200003;200008;200032;f;31
20000808;2000-08-08;2000;3;Q3;8;August;32;3;Wednesday;8;221;200003;200008;200032;f;31
20000809;2000-08-09;2000;3;Q3;8;August;32;4;Thursday;9;222;200003;200008;200032;f;31
20000810;2000-08-10;2000;3;Q3;8;August;32;5;Friday;10;223;200003;200008;200032;f;31
20000811;2000-08-11;2000;3;Q3;8;August;32;6;Saturday;11;224;200003;200008;200032;t;31
20000812;2000-08-12;2000;3;Q3;8;August;32;7;Sunday;12;225;200003;200008;200032;t;31
20000813;2000-08-13;2000;3;Q3;8;August;32;1;Monday;13;226;200003;200008;200032;f;31
20000814;2000-08-14;2000;3;Q3;8;August;33;2;Tuesday;14;227;200003;200008;200033;f;31
20000815;2000-08-15;2000;3;Q3;8;August;33;3;Wednesday;15;228;200003;200008;200033;f;31
20000816;2000-08-16;2000;3;Q3;8;August;33;4;Thursday;16;229;200003;200008;200033;f;31
20000817;2000-08-17;2000;3;Q3;8;August;33;5;Friday;17;230;200003;200008;200033;f;31
20000818;2000-08-18;2000;3;Q3;8;August;33;6;Saturday;18;231;200003;200008;200033;t;31
20000819;2000-08-19;2000;3;Q3;8;August;33;7;Sunday;19;232;200003;200008;200033;t;31
20000820;2000-08-20;2000;3;Q3;8;August;33;1;Monday;20;233;200003;200008;200033;f;31
20000821;2000-08-21;2000;3;Q3;8;August;34;2;Tuesday;21;234;200003;200008;200034;f;31
20000822;2000-08-22;2000;3;Q3;8;August;34;3;Wednesday;22;235;200003;200008;200034;f;31
20000823;2000-08-23;2000;3;Q3;8;August;34;4;Thursday;23;236;200003;200008;200034;f;31
20000824;2000-08-24;2000;3;Q3;8;August;34;5;Friday;24;237;200003;200008;200034;f;31
20000825;2000-08-25;2000;3;Q3;8;August;34;6;Saturday;25;238;200003;200008;200034;t;31
20000826;2000-08-26;2000;3;Q3;8;August;34;7;Sunday;26;239;200003;200008;200034;t;31
20000827;2000-08-27;2000;3;Q3;8;August;34;1;Monday;27;240;200003;200008;200034;f;31
20000828;2000-08-28;2000;3;Q3;8;August;35;2;Tuesday;28;241;200003;200008;200035;f;31
20000829;2000-08-29;2000;3;Q3;8;August;35;3;Wednesday;29;242;200003;200008;200035;f;31
20000830;2000-08-30;2000;3;Q3;8;August;35;4;Thursday;30;243;200003;200008;200035;f;31
20000831;2000-08-31;2000;3;Q3;8;August;35;5;Friday;31;244;200003;200008;200035;f;31
20000901;2000-09-01;2000;3;Q3;9;September;35;6;Saturday;1;245;200003;200009;200035;t;30
20000902;2000-09-02;2000;3;Q3;9;September;35;7;Sunday;2;246;200003;200009;200035;t;30
20000903;2000-09-03;2000;3;Q3;9;September;35;1;Monday;3;247;200003;200009;200035;f;30
20000904;2000-09-04;2000;3;Q3;9;September;36;2;Tuesday;4;248;200003;200009;200036;f;30
20000905;2000-09-05;2000;3;Q3;9;September;36;3;Wednesday;5;249;200003;200009;200036;f;30
20000906;2000-09-06;2000;3;Q3;9;September;36;4;Thursday;6;250;200003;200009;200036;f;30
20000907;2000-09-07;2000;3;Q3;9;September;36;5;Friday;7;251;200003;200009;200036;f;30
20000908;2000-09-08;2000;3;Q3;9;September;36;6;Saturday;8;252;200003;200009;200036;t;30
20000909;2000-09-09;2000;3;Q3;9;September;36;7;Sunday;9;253;200003;200009;200036;t;30
20000910;2000-09-10;2000;3;Q3;9;September;36;1;Monday;10;254;200003;200009;200036;f;30
20000911;2000-09-11;2000;3;Q3;9;September;37;2;Tuesday;11;255;200003;200009;200037;f;30
20000912;2000-09-12;2000;3;Q3;9;September;37;3;Wednesday;12;256;200003;200009;200037;f;30
20000913;2000-09-13;2000;3;Q3;9;September;37;4;Thursday;13;257;200003;200009;200037;f;30
20000914;2000-09-14;2000;3;Q3;9;September;37;5;Friday;14;258;200003;200009;200037;f;30
20000915;2000-09-15;2000;3;Q3;9;September;37;6;Saturday;15;259;200003;200009;200037;t;30
20000916;2000-09-16;2000;3;Q3;9;September;37;7;Sunday;16;260;200003;200009;200037;t;30
20000917;2000-09-17;2000;3;Q3;9;September;37;1;Monday;17;261;200003;200009;200037;f;30
20000918;2000-09-18;2000;3;Q3;9;September;38;2;Tuesday;18;262;200003;200009;200038;f;30
20000919;2000-09-19;2000;3;Q3;9;September;38;3;Wednesday;19;263;200003;200009;200038;f;30
20000920;2000-09-20;2000;3;Q3;9;September;38;4;Thursday;20;264;200003;200009;200038;f;30
20000921;2000-09-21;2000;3;Q3;9;September;38;5;Friday;21;265;200003;200009;200038;f;30
20000922;2000-09-22;2000;3;Q3;9;September;38;6;Saturday;22;266;200003;200009;200038;t;30
20000923;2000-09-23;2000;3;Q3;9;September;38;7;Sunday;23;267;200003;200009;200038;t;30
20000924;2000-09-24;2000;3;Q3;9;September;38;1;Monday;24;268;200003;200009;200038;f;30
20000925;2000-09-25;2000;3;Q3;9;September;39;2;Tuesday;25;269;200003;200009;200039;f;30
20000926;2000-09-26;2000;3;Q3;9;September;39;3;Wednesday;26;270;200003;200009;200039;f;30
20000927;2000-09-27;2000;3;Q3;9;September;39;4;Thursday;27;271;200003;200009;200039;f;30
20000928;2000-09-28;2000;3;Q3;9;September;39;5;Friday;28;272;200003;200009;200039;f;30
20000929;2000-09-29;2000;3;Q3;9;September;39;6;Saturday;29;273;200003;200009;200039;t;30
20000930;2000-09-30;2000;3;Q3;9;September;39;7;Sunday;30;274;200003;200009;200039;t;30
20001001;2000-10-01;2000;4;Q4;10;October;39;1;Monday;1;275;200004;200010;200039;f;31
