hora_id;horas;minutos;segundos;hora_completa;jornada
52;0 ;0 ;52;00:00:52;Noche
53;0 ;0 ;53;00:00:53;Noche
54;0 ;0 ;54;00:00:54;Noche
55;0 ;0 ;55;00:00:55;Noche
56;0 ;0 ;56;00:00:56;Noche
57;0 ;0 ;57;00:00:57;Noche
58;0 ;0 ;58;00:00:58;Noche
59;0 ;0 ;59;00:00:59;Noche
100;0 ;1 ;0 ;00:01:00;Noche
101;0 ;1 ;1 ;00:01:01;Noche
102;0 ;1 ;2 ;00:01:02;Noche
103;0 ;1 ;3 ;00:01:03;Noche
104;0 ;1 ;4 ;00:01:04;Noche
105;0 ;1 ;5 ;00:01:05;Noche
106;0 ;1 ;6 ;00:01:06;Noche
107;0 ;1 ;7 ;00:01:07;Noche
108;0 ;1 ;8 ;00:01:08;Noche
109;0 ;1 ;9 ;00:01:09;Noche
110;0 ;1 ;10;00:01:10;Noche
111;0 ;1 ;11;00:01:11;Noche
112;0 ;1 ;12;00:01:12;Noche
113;0 ;1 ;13;00:01:13;Noche
114;0 ;1 ;14;00:01:14;Noche
115;0 ;1 ;15;00:01:15;Noche
116;0 ;1 ;16;00:01:16;Noche
117;0 ;1 ;17;00:01:17;Noche
118;0 ;1 ;18;00:01:18;Noche
119;0 ;1 ;19;00:01:19;Noche
120;0 ;1 ;20;00:01:20;Noche
121;0 ;1 ;21;00:01:21;Noche
122;0 ;1 ;22;00:01:22;Noche
123;0 ;1 ;23;00:01:23;Noche
124;0 ;1 ;24;00:01:24;Noche
125;0 ;1 ;25;00:01:25;Noche
126;0 ;1 ;26;00:01:26;Noche
127;0 ;1 ;27;00:01:27;Noche
128;0 ;1 ;28;00:01:28;Noche
129;0 ;1 ;29;00:01:29;Noche
130;0 ;1 ;30;00:01:30;Noche
131;0 ;1 ;31;00:01:31;Noche
132;0 ;1 ;32;00:01:32;Noche
133;0 ;1 ;33;00:01:33;Noche
134;0 ;1 ;34;00:01:34;Noche
135;0 ;1 ;35;00:01:35;Noche
136;0 ;1 ;36;00:01:36;Noche
137;0 ;1 ;37;00:01:37;Noche
138;0 ;1 ;38;00:01:38;Noche
139;0 ;1 ;39;00:01:39;Noche
140;0 ;1 ;40;00:01:40;Noche
141;0 ;1 ;41;00:01:41;Noche
142;0 ;1 ;42;00:01:42;Noche
143;0 ;1 ;43;00:01:43;Noche
144;0 ;1 ;44;00:01:44;Noche
145;0 ;1 ;45;00:01:45;Noche
146;0 ;1 ;46;00:01:46;Noche
147;0 ;1 ;47;00:01:47;Noche
148;0 ;1 ;48;00:01:48;Noche
149;0 ;1 ;49;00:01:49;Noche
150;0 ;1 ;50;00:01:50;Noche
151;0 ;1 ;51;00:01:51;Noche
152;0 ;1 ;52;00:01:52;Noche
153;0 ;1 ;53;00:01:53;Noche
154;0 ;1 ;54;00:01:54;Noche
155;0 ;1 ;55;00:01:55;Noche
156;0 ;1 ;56;00:01:56;Noche
157;0 ;1 ;57;00:01:57;Noche
158;0 ;1 ;58;00:01:58;Noche
159;0 ;1 ;59;00:01:59;Noche
200;0 ;2 ;0 ;00:02:00;Noche
201;0 ;2 ;1 ;00:02:01;Noche
202;0 ;2 ;2 ;00:02:02;Noche
203;0 ;2 ;3 ;00:02:03;Noche
204;0 ;2 ;4 ;00:02:04;Noche
205;0 ;2 ;5 ;00:02:05;Noche
206;0 ;2 ;6 ;00:02:06;Noche
207;0 ;2 ;7 ;00:02:07;Noche
208;0 ;2 ;8 ;00:02:08;Noche
209;0 ;2 ;9 ;00:02:09;Noche
210;0 ;2 ;10;00:02:10;Noche
211;0 ;2 ;11;00:02:11;Noche
212;0 ;2 ;12;00:02:12;Noche
213;0 ;2 ;13;00:02:13;Noche
214;0 ;2 ;14;00:02:14;Noche
215;0 ;2 ;15;00:02:15;Noche
216;0 ;2 ;16;00:02:16;Noche
217;0 ;2 ;17;00:02:17;Noche
218;0 ;2 ;18;00:02:18;Noche
219;0 ;2 ;19;00:02:19;Noche
220;0 ;2 ;20;00:02:20;Noche
221;0 ;2 ;21;00:02:21;Noche
222;0 ;2 ;22;00:02:22;Noche
223;0 ;2 ;23;00:02:23;Noche
224;0 ;2 ;24;00:02:24;Noche
225;0 ;2 ;25;00:02:25;Noche
226;0 ;2 ;26;00:02:26;Noche
227;0 ;2 ;27;00:02:27;Noche
228;0 ;2 ;28;00:02:28;Noche
229;0 ;2 ;29;00:02:29;Noche
230;0 ;2 ;30;00:02:30;Noche
231;0 ;2 ;31;00:02:31;Noche
232;0 ;2 ;32;00:02:32;Noche
233;0 ;2 ;33;00:02:33;Noche
234;0 ;2 ;34;00:02:34;Noche
235;0 ;2 ;35;00:02:35;Noche
236;0 ;2 ;36;00:02:36;Noche
237;0 ;2 ;37;00:02:37;Noche
238;0 ;2 ;38;00:02:38;Noche
239;0 ;2 ;39;00:02:39;Noche
240;0 ;2 ;40;00:02:40;Noche
241;0 ;2 ;41;00:02:41;Noche
242;0 ;2 ;42;00:02:42;Noche
243;0 ;2 ;43;00:02:43;Noche
244;0 ;2 ;44;00:02:44;Noche
245;0 ;2 ;45;00:02:45;Noche
246;0 ;2 ;46;00:02:46;Noche
247;0 ;2 ;47;00:02:47;Noche
248;0 ;2 ;48;00:02:48;Noche
249;0 ;2 ;49;00:02:49;Noche
250;0 ;2 ;50;00:02:50;Noche
251;0 ;2 ;51;00:02:51;Noche
252;0 ;2 ;52;00:02:52;Noche
253;0 ;2 ;53;00:02:53;Noche
254;0 ;2 ;54;00:02:54;Noche
255;0 ;2 ;55;00:02:55;Noche
256;0 ;2 ;56;00:02:56;Noche
257;0 ;2 ;57;00:02:57;Noche
258;0 ;2 ;58;00:02:58;Noche
259;0 ;2 ;59;00:02:59;Noche
300;0 ;3 ;0 ;00:03:00;Noche
301;0 ;3 ;1 ;00:03:01;Noche
302;0 ;3 ;2 ;00:03:02;Noche
303;0 ;3 ;3 ;00:03:03;Noche
304;0 ;3 ;4 ;00:03:04;Noche
305;0 ;3 ;5 ;00:03:05;Noche
306;0 ;3 ;6 ;00:03:06;Noche
307;0 ;3 ;7 ;00:03:07;Noche
308;0 ;3 ;8 ;00:03:08;Noche
309;0 ;3 ;9 ;00:03:09;Noche
310;0 ;3 ;10;00:03:10;Noche
311;0 ;3 ;11;00:03:11;Noche
312;0 ;3 ;12;00:03:12;Noche
313;0 ;3 ;13;00:03:13;Noche
314;0 ;3 ;14;00:03:14;Noche
315;0 ;3 ;15;00:03:15;Noche
316;0 ;3 ;16;00:03:16;Noche
317;0 ;3 ;17;00:03:17;Noche
318;0 ;3 ;18;00:03:18;Noche
319;0 ;3 ;19;00:03:19;Noche
320;0 ;3 ;20;00:03:20;Noche
321;0 ;3 ;21;00:03:21;Noche
322;0 ;3 ;22;00:03:22;Noche
323;0 ;3 ;23;00:03:23;Noche
324;0 ;3 ;24;00:03:24;Noche
325;0 ;3 ;25;00:03:25;Noche
326;0 ;3 ;26;00:03:26;Noche
327;0 ;3 ;27;00:03:27;Noche
328;0 ;3 ;28;00:03:28;Noche
329;0 ;3 ;29;00:03:29;Noche
330;0 ;3 ;30;00:03:30;Noche
331;0 ;3 ;31;00:03:31;Noche
332;0 ;3 ;32;00:03:32;Noche
333;0 ;3 ;33;00:03:33;Noche
334;0 ;3 ;34;00:03:34;Noche
335;0 ;3 ;35;00:03:35;Noche
336;0 ;3 ;36;00:03:36;Noche
337;0 ;3 ;37;00:03:37;Noche
338;0 ;3 ;38;00:03:38;Noche
339;0 ;3 ;39;00:03:39;Noche
340;0 ;3 ;40;00:03:40;Noche
341;0 ;3 ;41;00:03:41;Noche
342;0 ;3 ;42;00:03:42;Noche
343;0 ;3 ;43;00:03:43;Noche
344;0 ;3 ;44;00:03:44;Noche
345;0 ;3 ;45;00:03:45;Noche
346;0 ;3 ;46;00:03:46;Noche
347;0 ;3 ;47;00:03:47;Noche
348;0 ;3 ;48;00:03:48;Noche
349;0 ;3 ;49;00:03:49;Noche
350;0 ;3 ;50;00:03:50;Noche
351;0 ;3 ;51;00:03:51;Noche
352;0 ;3 ;52;00:03:52;Noche
353;0 ;3 ;53;00:03:53;Noche
354;0 ;3 ;54;00:03:54;Noche
355;0 ;3 ;55;00:03:55;Noche
356;0 ;3 ;56;00:03:56;Noche
357;0 ;3 ;57;00:03:57;Noche
358;0 ;3 ;58;00:03:58;Noche
359;0 ;3 ;59;00:03:59;Noche
400;0 ;4 ;0 ;00:04:00;Noche
401;0 ;4 ;1 ;00:04:01;Noche
402;0 ;4 ;2 ;00:04:02;Noche
403;0 ;4 ;3 ;00:04:03;Noche
404;0 ;4 ;4 ;00:04:04;Noche
405;0 ;4 ;5 ;00:04:05;Noche
406;0 ;4 ;6 ;00:04:06;Noche
407;0 ;4 ;7 ;00:04:07;Noche
408;0 ;4 ;8 ;00:04:08;Noche
409;0 ;4 ;9 ;00:04:09;Noche
410;0 ;4 ;10;00:04:10;Noche
411;0 ;4 ;11;00:04:11;Noche
412;0 ;4 ;12;00:04:12;Noche
413;0 ;4 ;13;00:04:13;Noche
414;0 ;4 ;14;00:04:14;Noche
415;0 ;4 ;15;00:04:15;Noche
416;0 ;4 ;16;00:04:16;Noche
417;0 ;4 ;17;00:04:17;Noche
418;0 ;4 ;18;00:04:18;Noche
419;0 ;4 ;19;00:04:19;Noche
420;0 ;4 ;20;00:04:20;Noche
421;0 ;4 ;21;00:04:21;Noche
422;0 ;4 ;22;00:04:22;Noche
423;0 ;4 ;23;00:04:23;Noche
424;0 ;4 ;24;00:04:24;Noche
425;0 ;4 ;25;00:04:25;Noche
426;0 ;4 ;26;00:04:26;Noche
427;0 ;4 ;27;00:04:27;Noche
428;0 ;4 ;28;00:04:28;Noche
429;0 ;4 ;29;00:04:29;Noche
430;0 ;4 ;30;00:04:30;Noche
431;0 ;4 ;31;00:04:31;Noche
432;0 ;4 ;32;00:04:32;Noche
433;0 ;4 ;33;00:04:33;Noche
434;0 ;4 ;34;00:04:34;Noche
435;0 ;4 ;35;00:04:35;Noche
436;0 ;4 ;36;00:04:36;Noche
437;0 ;4 ;37;00:04:37;Noche
438;0 ;4 ;38;00:04:38;Noche
439;0 ;4 ;39;00:04:39;Noche
440;0 ;4 ;40;00:04:40;Noche
441;0 ;4 ;41;00:04:41;Noche
442;0 ;4 ;42;00:04:42;Noche
443;0 ;4 ;43;00:04:43;Noche
444;0 ;4 ;44;00:04:44;Noche
445;0 ;4 ;45;00:04:45;Noche
446;0 ;4 ;46;00:04:46;Noche
447;0 ;4 ;47;00:04:47;Noche
448;0 ;4 ;48;00:04:48;Noche
449;0 ;4 ;49;00:04:49;Noche
450;0 ;4 ;50;00:04:50;Noche
451;0 ;4 ;51;00:04:51;Noche
452;0 ;4 ;52;00:04:52;Noche
453;0 ;4 ;53;00:04:53;Noche
454;0 ;4 ;54;00:04:54;Noche
455;0 ;4 ;55;00:04:55;Noche
456;0 ;4 ;56;00:04:56;Noche
457;0 ;4 ;57;00:04:57;Noche
458;0 ;4 ;58;00:04:58;Noche
459;0 ;4 ;59;00:04:59;Noche
500;0 ;5 ;0 ;00:05:00;Noche
501;0 ;5 ;1 ;00:05:01;Noche
502;0 ;5 ;2 ;00:05:02;Noche
503;0 ;5 ;3 ;00:05:03;Noche
504;0 ;5 ;4 ;00:05:04;Noche
505;0 ;5 ;5 ;00:05:05;Noche
506;0 ;5 ;6 ;00:05:06;Noche
507;0 ;5 ;7 ;00:05:07;Noche
508;0 ;5 ;8 ;00:05:08;Noche
509;0 ;5 ;9 ;00:05:09;Noche
510;0 ;5 ;10;00:05:10;Noche
511;0 ;5 ;11;00:05:11;Noche
512;0 ;5 ;12;00:05:12;Noche
513;0 ;5 ;13;00:05:13;Noche
514;0 ;5 ;14;00:05:14;Noche
515;0 ;5 ;15;00:05:15;Noche
516;0 ;5 ;16;00:05:16;Noche
517;0 ;5 ;17;00:05:17;Noche
518;0 ;5 ;18;00:05:18;Noche
519;0 ;5 ;19;00:05:19;Noche
520;0 ;5 ;20;00:05:20;Noche
521;0 ;5 ;21;00:05:21;Noche
522;0 ;5 ;22;00:05:22;Noche
523;0 ;5 ;23;00:05:23;Noche
524;0 ;5 ;24;00:05:24;Noche
525;0 ;5 ;25;00:05:25;Noche
526;0 ;5 ;26;00:05:26;Noche
527;0 ;5 ;27;00:05:27;Noche
528;0 ;5 ;28;00:05:28;Noche
529;0 ;5 ;29;00:05:29;Noche
530;0 ;5 ;30;00:05:30;Noche
531;0 ;5 ;31;00:05:31;Noche
532;0 ;5 ;32;00:05:32;Noche
533;0 ;5 ;33;00:05:33;Noche
534;0 ;5 ;34;00:05:34;Noche
535;0 ;5 ;35;00:05:35;Noche
536;0 ;5 ;36;00:05:36;Noche
537;0 ;5 ;37;00:05:37;Noche
538;0 ;5 ;38;00:05:38;Noche
539;0 ;5 ;39;00:05:39;Noche
540;0 ;5 ;40;00:05:40;Noche
541;0 ;5 ;41;00:05:41;Noche
542;0 ;5 ;42;00:05:42;Noche
543;0 ;5 ;43;00:05:43;Noche
544;0 ;5 ;44;00:05:44;Noche
545;0 ;5 ;45;00:05:45;Noche
546;0 ;5 ;46;00:05:46;Noche
547;0 ;5 ;47;00:05:47;Noche
548;0 ;5 ;48;00:05:48;Noche
549;0 ;5 ;49;00:05:49;Noche
550;0 ;5 ;50;00:05:50;Noche
551;0 ;5 ;51;00:05:51;Noche
552;0 ;5 ;52;00:05:52;Noche
553;0 ;5 ;53;00:05:53;Noche
554;0 ;5 ;54;00:05:54;Noche
555;0 ;5 ;55;00:05:55;Noche
556;0 ;5 ;56;00:05:56;Noche
557;0 ;5 ;57;00:05:57;Noche
558;0 ;5 ;58;00:05:58;Noche
559;0 ;5 ;59;00:05:59;Noche
600;0 ;6 ;0 ;00:06:00;Noche
601;0 ;6 ;1 ;00:06:01;Noche
602;0 ;6 ;2 ;00:06:02;Noche
603;0 ;6 ;3 ;00:06:03;Noche
604;0 ;6 ;4 ;00:06:04;Noche
605;0 ;6 ;5 ;00:06:05;Noche
606;0 ;6 ;6 ;00:06:06;Noche
607;0 ;6 ;7 ;00:06:07;Noche
608;0 ;6 ;8 ;00:06:08;Noche
609;0 ;6 ;9 ;00:06:09;Noche
610;0 ;6 ;10;00:06:10;Noche
611;0 ;6 ;11;00:06:11;Noche
612;0 ;6 ;12;00:06:12;Noche
613;0 ;6 ;13;00:06:13;Noche
614;0 ;6 ;14;00:06:14;Noche
615;0 ;6 ;15;00:06:15;Noche
616;0 ;6 ;16;00:06:16;Noche
617;0 ;6 ;17;00:06:17;Noche
618;0 ;6 ;18;00:06:18;Noche
619;0 ;6 ;19;00:06:19;Noche
620;0 ;6 ;20;00:06:20;Noche
621;0 ;6 ;21;00:06:21;Noche
622;0 ;6 ;22;00:06:22;Noche
623;0 ;6 ;23;00:06:23;Noche
624;0 ;6 ;24;00:06:24;Noche
625;0 ;6 ;25;00:06:25;Noche
626;0 ;6 ;26;00:06:26;Noche
627;0 ;6 ;27;00:06:27;Noche
628;0 ;6 ;28;00:06:28;Noche
629;0 ;6 ;29;00:06:29;Noche
630;0 ;6 ;30;00:06:30;Noche
631;0 ;6 ;31;00:06:31;Noche
632;0 ;6 ;32;00:06:32;Noche
633;0 ;6 ;33;00:06:33;Noche
634;0 ;6 ;34;00:06:34;Noche
635;0 ;6 ;35;00:06:35;Noche
636;0 ;6 ;36;00:06:36;Noche
637;0 ;6 ;37;00:06:37;Noche
638;0 ;6 ;38;00:06:38;Noche
639;0 ;6 ;39;00:06:39;Noche
640;0 ;6 ;40;00:06:40;Noche
641;0 ;6 ;41;00:06:41;Noche
642;0 ;6 ;42;00:06:42;Noche
643;0 ;6 ;43;00:06:43;Noche
644;0 ;6 ;44;00:06:44;Noche
645;0 ;6 ;45;00:06:45;Noche
646;0 ;6 ;46;00:06:46;Noche
647;0 ;6 ;47;00:06:47;Noche
648;0 ;6 ;48;00:06:48;Noche
649;0 ;6 ;49;00:06:49;Noche
650;0 ;6 ;50;00:06:50;Noche
651;0 ;6 ;51;00:06:51;Noche
652;0 ;6 ;52;00:06:52;Noche
653;0 ;6 ;53;00:06:53;Noche
654;0 ;6 ;54;00:06:54;Noche
655;0 ;6 ;55;00:06:55;Noche
656;0 ;6 ;56;00:06:56;Noche
657;0 ;6 ;57;00:06:57;Noche
658;0 ;6 ;58;00:06:58;Noche
659;0 ;6 ;59;00:06:59;Noche
700;0 ;7 ;0 ;00:07:00;Noche
701;0 ;7 ;1 ;00:07:01;Noche
702;0 ;7 ;2 ;00:07:02;Noche
703;0 ;7 ;3 ;00:07:03;Noche
704;0 ;7 ;4 ;00:07:04;Noche
705;0 ;7 ;5 ;00:07:05;Noche
706;0 ;7 ;6 ;00:07:06;Noche
707;0 ;7 ;7 ;00:07:07;Noche
708;0 ;7 ;8 ;00:07:08;Noche
709;0 ;7 ;9 ;00:07:09;Noche
710;0 ;7 ;10;00:07:10;Noche
711;0 ;7 ;11;00:07:11;Noche
712;0 ;7 ;12;00:07:12;Noche
713;0 ;7 ;13;00:07:13;Noche
714;0 ;7 ;14;00:07:14;Noche
715;0 ;7 ;15;00:07:15;Noche
716;0 ;7 ;16;00:07:16;Noche
717;0 ;7 ;17;00:07:17;Noche
718;0 ;7 ;18;00:07:18;Noche
719;0 ;7 ;19;00:07:19;Noche
720;0 ;7 ;20;00:07:20;Noche
721;0 ;7 ;21;00:07:21;Noche
722;0 ;7 ;22;00:07:22;Noche
723;0 ;7 ;23;00:07:23;Noche
724;0 ;7 ;24;00:07:24;Noche
725;0 ;7 ;25;00:07:25;Noche
726;0 ;7 ;26;00:07:26;Noche
727;0 ;7 ;27;00:07:27;Noche
728;0 ;7 ;28;00:07:28;Noche
729;0 ;7 ;29;00:07:29;Noche
730;0 ;7 ;30;00:07:30;Noche
731;0 ;7 ;31;00:07:31;Noche
732;0 ;7 ;32;00:07:32;Noche
733;0 ;7 ;33;00:07:33;Noche
734;0 ;7 ;34;00:07:34;Noche
735;0 ;7 ;35;00:07:35;Noche
736;0 ;7 ;36;00:07:36;Noche
737;0 ;7 ;37;00:07:37;Noche
738;0 ;7 ;38;00:07:38;Noche
739;0 ;7 ;39;00:07:39;Noche
740;0 ;7 ;40;00:07:40;Noche
741;0 ;7 ;41;00:07:41;Noche
742;0 ;7 ;42;00:07:42;Noche
743;0 ;7 ;43;00:07:43;Noche
744;0 ;7 ;44;00:07:44;Noche
745;0 ;7 ;45;00:07:45;Noche
746;0 ;7 ;46;00:07:46;Noche
747;0 ;7 ;47;00:07:47;Noche
748;0 ;7 ;48;00:07:48;Noche
749;0 ;7 ;49;00:07:49;Noche
750;0 ;7 ;50;00:07:50;Noche
751;0 ;7 ;51;00:07:51;Noche
752;0 ;7 ;52;00:07:52;Noche
753;0 ;7 ;53;00:07:53;Noche
754;0 ;7 ;54;00:07:54;Noche
755;0 ;7 ;55;00:07:55;Noche
756;0 ;7 ;56;00:07:56;Noche
757;0 ;7 ;57;00:07:57;Noche
758;0 ;7 ;58;00:07:58;Noche
759;0 ;7 ;59;00:07:59;Noche
800;0 ;8 ;0 ;00:08:00;Noche
801;0 ;8 ;1 ;00:08:01;Noche
802;0 ;8 ;2 ;00:08:02;Noche
803;0 ;8 ;3 ;00:08:03;Noche
804;0 ;8 ;4 ;00:08:04;Noche
805;0 ;8 ;5 ;00:08:05;Noche
806;0 ;8 ;6 ;00:08:06;Noche
807;0 ;8 ;7 ;00:08:07;Noche
808;0 ;8 ;8 ;00:08:08;Noche
809;0 ;8 ;9 ;00:08:09;Noche
810;0 ;8 ;10;00:08:10;Noche
811;0 ;8 ;11;00:08:11;Noche
812;0 ;8 ;12;00:08:12;Noche
813;0 ;8 ;13;00:08:13;Noche
814;0 ;8 ;14;00:08:14;Noche
815;0 ;8 ;15;00:08:15;Noche
816;0 ;8 ;16;00:08:16;Noche
817;0 ;8 ;17;00:08:17;Noche
818;0 ;8 ;18;00:08:18;Noche
819;0 ;8 ;19;00:08:19;Noche
820;0 ;8 ;20;00:08:20;Noche
821;0 ;8 ;21;00:08:21;Noche
822;0 ;8 ;22;00:08:22;Noche
823;0 ;8 ;23;00:08:23;Noche
824;0 ;8 ;24;00:08:24;Noche
825;0 ;8 ;25;00:08:25;Noche
826;0 ;8 ;26;00:08:26;Noche
827;0 ;8 ;27;00:08:27;Noche
828;0 ;8 ;28;00:08:28;Noche
829;0 ;8 ;29;00:08:29;Noche
830;0 ;8 ;30;00:08:30;Noche
831;0 ;8 ;31;00:08:31;Noche
832;0 ;8 ;32;00:08:32;Noche
833;0 ;8 ;33;00:08:33;Noche
834;0 ;8 ;34;00:08:34;Noche
835;0 ;8 ;35;00:08:35;Noche
836;0 ;8 ;36;00:08:36;Noche
837;0 ;8 ;37;00:08:37;Noche
838;0 ;8 ;38;00:08:38;Noche
839;0 ;8 ;39;00:08:39;Noche
840;0 ;8 ;40;00:08:40;Noche
841;0 ;8 ;41;00:08:41;Noche
842;0 ;8 ;42;00:08:42;Noche
843;0 ;8 ;43;00:08:43;Noche
844;0 ;8 ;44;00:08:44;Noche
845;0 ;8 ;45;00:08:45;Noche
846;0 ;8 ;46;00:08:46;Noche
847;0 ;8 ;47;00:08:47;Noche
848;0 ;8 ;48;00:08:48;Noche
849;0 ;8 ;49;00:08:49;Noche
850;0 ;8 ;50;00:08:50;Noche
851;0 ;8 ;51;00:08:51;Noche
852;0 ;8 ;52;00:08:52;Noche
853;0 ;8 ;53;00:08:53;Noche
854;0 ;8 ;54;00:08:54;Noche
855;0 ;8 ;55;00:08:55;Noche
856;0 ;8 ;56;00:08:56;Noche
857;0 ;8 ;57;00:08:57;Noche
858;0 ;8 ;58;00:08:58;Noche
859;0 ;8 ;59;00:08:59;Noche
900;0 ;9 ;0 ;00:09:00;Noche
901;0 ;9 ;1 ;00:09:01;Noche
902;0 ;9 ;2 ;00:09:02;Noche
903;0 ;9 ;3 ;00:09:03;Noche
904;0 ;9 ;4 ;00:09:04;Noche
905;0 ;9 ;5 ;00:09:05;Noche
906;0 ;9 ;6 ;00:09:06;Noche
907;0 ;9 ;7 ;00:09:07;Noche
908;0 ;9 ;8 ;00:09:08;Noche
909;0 ;9 ;9 ;00:09:09;Noche
910;0 ;9 ;10;00:09:10;Noche
911;0 ;9 ;11;00:09:11;Noche
912;0 ;9 ;12;00:09:12;Noche
913;0 ;9 ;13;00:09:13;Noche
914;0 ;9 ;14;00:09:14;Noche
915;0 ;9 ;15;00:09:15;Noche
916;0 ;9 ;16;00:09:16;Noche
917;0 ;9 ;17;00:09:17;Noche
918;0 ;9 ;18;00:09:18;Noche
919;0 ;9 ;19;00:09:19;Noche
920;0 ;9 ;20;00:09:20;Noche
921;0 ;9 ;21;00:09:21;Noche
922;0 ;9 ;22;00:09:22;Noche
923;0 ;9 ;23;00:09:23;Noche
924;0 ;9 ;24;00:09:24;Noche
925;0 ;9 ;25;00:09:25;Noche
926;0 ;9 ;26;00:09:26;Noche
927;0 ;9 ;27;00:09:27;Noche
928;0 ;9 ;28;00:09:28;Noche
929;0 ;9 ;29;00:09:29;Noche
930;0 ;9 ;30;00:09:30;Noche
931;0 ;9 ;31;00:09:31;Noche
932;0 ;9 ;32;00:09:32;Noche
933;0 ;9 ;33;00:09:33;Noche
934;0 ;9 ;34;00:09:34;Noche
935;0 ;9 ;35;00:09:35;Noche
936;0 ;9 ;36;00:09:36;Noche
937;0 ;9 ;37;00:09:37;Noche
938;0 ;9 ;38;00:09:38;Noche
939;0 ;9 ;39;00:09:39;Noche
940;0 ;9 ;40;00:09:40;Noche
941;0 ;9 ;41;00:09:41;Noche
942;0 ;9 ;42;00:09:42;Noche
943;0 ;9 ;43;00:09:43;Noche
944;0 ;9 ;44;00:09:44;Noche
945;0 ;9 ;45;00:09:45;Noche
946;0 ;9 ;46;00:09:46;Noche
947;0 ;9 ;47;00:09:47;Noche
948;0 ;9 ;48;00:09:48;Noche
949;0 ;9 ;49;00:09:49;Noche
950;0 ;9 ;50;00:09:50;Noche
951;0 ;9 ;51;00:09:51;Noche
952;0 ;9 ;52;00:09:52;Noche
953;0 ;9 ;53;00:09:53;Noche
954;0 ;9 ;54;00:09:54;Noche
955;0 ;9 ;55;00:09:55;Noche
956;0 ;9 ;56;00:09:56;Noche
957;0 ;9 ;57;00:09:57;Noche
958;0 ;9 ;58;00:09:58;Noche
959;0 ;9 ;59;00:09:59;Noche
1000;0 ;10;0 ;00:10:00;Noche
1001;0 ;10;1 ;00:10:01;Noche
1002;0 ;10;2 ;00:10:02;Noche
1003;0 ;10;3 ;00:10:03;Noche
1004;0 ;10;4 ;00:10:04;Noche
1005;0 ;10;5 ;00:10:05;Noche
1006;0 ;10;6 ;00:10:06;Noche
1007;0 ;10;7 ;00:10:07;Noche
1008;0 ;10;8 ;00:10:08;Noche
1009;0 ;10;9 ;00:10:09;Noche
1010;0 ;10;10;00:10:10;Noche
1011;0 ;10;11;00:10:11;Noche
1012;0 ;10;12;00:10:12;Noche
1013;0 ;10;13;00:10:13;Noche
1014;0 ;10;14;00:10:14;Noche
1015;0 ;10;15;00:10:15;Noche
1016;0 ;10;16;00:10:16;Noche
1017;0 ;10;17;00:10:17;Noche
1018;0 ;10;18;00:10:18;Noche
1019;0 ;10;19;00:10:19;Noche
1020;0 ;10;20;00:10:20;Noche
1021;0 ;10;21;00:10:21;Noche
1022;0 ;10;22;00:10:22;Noche
1023;0 ;10;23;00:10:23;Noche
1024;0 ;10;24;00:10:24;Noche
